Zip,County,State,Name,Latitude,Longitude,Type,Trauma,City
63901,BUTLER,MO,JOHN J. PERSHING VA MEDICAL CENTER,36.7723680330001,-90.416556269,MILITARY,NOT AVAILABLE,POPLAR BLUFF
63106,ST. LOUIS CITY,MO,VA MEDICAL CENTER - JOHN COCHRAN DIVISION,38.6423845620001,-90.23124854199992,MILITARY,NOT AVAILABLE,SAINT LOUIS
25801,RALEIGH,WV,VA MEDICAL CENTER - BECKLEY,37.764965481,-81.193200772,MILITARY,NOT AVAILABLE,BECKLEY
25701,WAYNE,WV,VA MEDICAL CENTER - HUNTINGTON,38.376880478000004,-82.5164147409999,MILITARY,NOT AVAILABLE,HUNTINGTON
25405,BERKELEY,WV,VA MEDICAL CENTER - MARTINSBURG,39.417711453,-77.91111266600001,MILITARY,NOT AVAILABLE,MARTINSBURG
20422,DISTRICT OF COLUMBIA,DC,WASHINGTON DC VA MEDICAL CENTER,38.9289230000001,-77.01073199999999,MILITARY,NOT AVAILABLE,WASHINGTON
24153,SALEM,VA,SALEM VA MEDICAL CENTER,37.273960386999995,-80.018445275,MILITARY,NOT AVAILABLE,SALEM
39759,OKTIBBEHA,MS,OCH REGIONAL MEDICAL CENTER,33.4761738610001,-88.82060544099991,GENERAL ACUTE CARE,III,STARKVILLE
39466,PEARL RIVER,MS,HIGHLAND COMMUNITY HOSPITAL,30.529713655,-89.687885998,GENERAL ACUTE CARE,IV,PICAYUNE
39470,PEARL RIVER,MS,PEARL RIVER COUNTY HOSPITAL,30.856540098000004,-89.54201063200001,CRITICAL ACCESS,IV,POPLARVILLE
38671,DESOTO,MS,BAPTIST MEMORIAL HOSPITAL - DESOTO,34.9698647450001,-89.998165681,GENERAL ACUTE CARE,III,SOUTHAVEN
38654,DESOTO,MS,PARKWOOD BEHAVIORAL HEALTH SYSTEM,34.9609824360001,-89.845680295,PSYCHIATRIC,NOT AVAILABLE,OLIVE BRANCH
39404,FORREST,MS,FORREST GENERAL HOSPITAL,31.318579786,-89.32959247199992,GENERAL ACUTE CARE,II,HATTIESBURG
39401,FORREST,MS,REGENCY HOSPITAL OF HATTIESBURG,31.318739347000104,-89.33038890799999,LONG TERM CARE,NOT AVAILABLE,HATTIESBURG
39653,FRANKLIN,MS,FRANKLIN COUNTY MEMORIAL HOSPITAL,31.47318095,-90.884405516,CRITICAL ACCESS,IV,MEADVILLE
39452,GEORGE,MS,GEORGE REGIONAL HOSPITAL,30.9219244660001,-88.59393837100001,GENERAL ACUTE CARE,IV,LUCEDALE
39667,WALTHALL,MS,WALTHALL COUNTY GENERAL HOSPITAL,31.120371432000102,-90.1557677339999,CRITICAL ACCESS,IV,TYLERTOWN
38732,BOLIVAR,MS,BOLIVAR MEDICAL CENTER,33.7489106210001,-90.708414472,GENERAL ACUTE CARE,IV,CLEVELAND
38851,CHICKASAW,MS,TRACE REGIONAL HOSPITAL,33.8942266010001,-88.98532758700001,GENERAL ACUTE CARE,NOT AVAILABLE,HOUSTON
39735,CHOCTAW,MS,CHOCTAW COUNTY MEDICAL CENTER,33.3131271140001,-89.174605071,GENERAL ACUTE CARE,IV,ACKERMAN
39631,WILKINSON,MS,FIELD MEMORIAL COMMUNITY HOSPITAL,31.090320330999997,-91.067587227,GENERAL ACUTE CARE,IV,CENTREVILLE
39339,WINSTON,MS,DIAMOND GROVE CENTER,33.097468613000004,-89.067311156,PSYCHIATRIC,NOT AVAILABLE,LOUISVILLE
39339,WINSTON,MS,WINSTON MEDICAL CENTER,33.12302393,-89.035854655,GENERAL ACUTE CARE,IV,LOUISVILLE
38614,COAHOMA,MS,MERIT HEALTH NORTHWEST MISSISSIPPI,34.195960321,-90.55221627899991,GENERAL ACUTE CARE,IV,CLARKSDALE
39773,CLAY,MS,CLAY COUNTY MEDICAL CORPORATION,33.6193963870001,-88.662377835,GENERAL ACUTE CARE,NOT AVAILABLE,WEST POINT
39355,CLARKE,MS,H. C. WATKINS MEMORIAL HOSPITAL,32.0305336110001,-88.725958959,CRITICAL ACCESS,IV,QUITMAN
39150,CLAIBORNE,MS,CLAIBORNE COUNTY HOSPITAL,31.9463108350001,-90.984710943,GENERAL ACUTE CARE,IV,PORT GIBSON
38821,MONROE,MS,MERIT HEALTH GILMORE MEMORIAL,33.9777292530001,-88.476604472,GENERAL ACUTE CARE,IV,AMORY
39730,MONROE,MS,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,33.8201824110001,-88.54024448,GENERAL ACUTE CARE,NOT AVAILABLE,ABERDEEN
39046,MADISON,MS,MADISON COUNTY MEDICAL CENTER,32.610806918,-90.00257035700001,GENERAL ACUTE CARE,IV,CANTON
39038,HUMPHREYS,MS,PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,33.183054815,-90.4700810529999,GENERAL ACUTE CARE,NOT AVAILABLE,BELZONI
38635,MARSHALL,MS,ALLIANCE HEALTHCARE SYSTEM,34.787098867000104,-89.416659476,GENERAL ACUTE CARE,IV,HOLLY SPRINGS
39747,MONTGOMERY,MS,KILMICHAEL HOSPITAL,33.4413818720001,-89.57281788599991,GENERAL ACUTE CARE,NOT AVAILABLE,KILMICHAEL
38967,MONTGOMERY,MS,TYLER HOLMES MEMORIAL HOSPITAL,33.4909255970001,-89.738551661,CRITICAL ACCESS,IV,WINONA
39194,YAZOO,MS,BAPTIST MEDICAL CENTER YAZOO,32.8588946990001,-90.404259412,CRITICAL ACCESS,IV,YAZOO CITY
38965,YALOBUSHA,MS,YALOBUSHA GENERAL HOSPITAL,34.1312556120001,-89.64208870200001,GENERAL ACUTE CARE,NOT AVAILABLE,WATER VALLEY
39350,NESHOBA,MS,NESHOBA COUNTY GENERAL HOSPITAL,32.756960707000104,-89.10626096200001,GENERAL ACUTE CARE,IV,PHILADELPHIA
39180,WARREN,MS,PROMISE HOSPITAL OF VICKSBURG,32.3190941180001,-90.8817234429999,LONG TERM CARE,NOT AVAILABLE,VICKSBURG
39183,WARREN,MS,MERIT HEALTH RIVER REGION,32.374372759,-90.82452732799999,GENERAL ACUTE CARE,IV,VICKSBURG
38852,TISHOMINGO,MS,"TISHOMINGO HEALTH SERVICES, INC",34.8018201180001,-88.20828770899999,GENERAL ACUTE CARE,NOT AVAILABLE,IUKA
38801,LEE,MS,NORTH MS MEDICAL CENTER,34.241959339000104,-88.71644811200001,GENERAL ACUTE CARE,II,TUPELO
38804,LEE,MS,NORTH MS STATE HOSPITAL,34.237606566000096,-88.67182750799999,PSYCHIATRIC,NOT AVAILABLE,TUPELO
39601,LINCOLN,MS,KING'S DAUGHTERS MEDICAL CENTER,31.589163088000102,-90.457817963,GENERAL ACUTE CARE,IV,BROOKHAVEN
39367,WAYNE,MS,WAYNE GENERAL HOSPITAL,31.673117628000103,-88.633913031,GENERAL ACUTE CARE,IV,WAYNESBORO
38701,WASHINGTON,MS,DELTA REGIONAL MEDICAL CENTER,33.410669285,-91.034807676,GENERAL ACUTE CARE,III,GREENVILLE
38701,WASHINGTON,MS,DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,33.403487049,-91.05056502,GENERAL ACUTE CARE,NOT AVAILABLE,GREENVILLE
39744,WEBSTER,MS,"WEBSTER HEALTH SERVICES, INC",33.5338297220001,-89.266252943,GENERAL ACUTE CARE,NOT AVAILABLE,EUPORA
38829,PRENTISS,MS,BAPTIST MEMORIAL HOSPITAL-BOONEVILLE,34.65778485,-88.56613194,GENERAL ACUTE CARE,IV,BOONEVILLE
39652,PIKE,MS,BEACHAM MEMORIAL HOSPITAL,31.1458664,-90.45959046,GENERAL ACUTE CARE,NOT AVAILABLE,MAGNOLIA
39649,PIKE,MS,SOUTHWEST MS REGIONAL MEDICAL CENTER,31.2510102270001,-90.473955594,GENERAL ACUTE CARE,III,MCCOMB
38863,PONTOTOC,MS,PONTOTOC HEALTH SERVICES,34.2429604370001,-88.996179607,CRITICAL ACCESS,IV,PONTOTOC
39476,PERRY,MS,PERRY COUNTY GENERAL HOSPITAL,31.34633998,-88.937725374,CRITICAL ACCESS,IV,RICHTON
39153,SMITH,MS,PATIENTS CHOICE MEDICAL CENTER,32.000139872,-89.51948724499991,GENERAL ACUTE CARE,NOT AVAILABLE,RALEIGH
39074,SCOTT,MS,S. E. LACKEY CRITICAL ACCESS HOSPITAL & SWINGBED,32.3660313120001,-89.47023244,CRITICAL ACCESS,IV,FOREST
39117,SCOTT,MS,SCOTT REGIONAL HOSPITAL,32.344096737,-89.672571207,CRITICAL ACCESS,IV,MORTON
39042,RANKIN,MS,MERIT HEALTH RANKIN,32.2866429870001,-90.03474780499991,GENERAL ACUTE CARE,IV,BRANDON
39296,RANKIN,MS,MERIT HEALTH RIVER OAKS,32.325337456999996,-90.1054108989999,GENERAL ACUTE CARE,III,FLOWOOD
39232,RANKIN,MS,MERIT HEALTH WOMEN'S HOSPITAL,32.3296511880001,-90.10133417600001,WOMEN,NOT AVAILABLE,FLOWOOD
39232,RANKIN,MS,BRENTWOOD BEHAVIORAL HEALTHCARE,32.331596858000104,-90.1002300439999,PSYCHIATRIC,NOT AVAILABLE,JACKSON
39193,RANKIN,MS,MS STATE HOSPITAL,32.2428057400001,-90.070245357,PSYCHIATRIC,NOT AVAILABLE,WHITFIELD
39193,RANKIN,MS,OAK CIRCLE CENTER - MISSISSIPPI STATE HOSPITAL,32.241392304,-90.069750055,PSYCHIATRIC,NOT AVAILABLE,WHITFIELD
39193,RANKIN,MS,WHITFIELD MEDICAL/SURGICAL HOSPITAL,32.2456548060001,-90.066187468,GENERAL ACUTE CARE,NOT AVAILABLE,WHITFIELD
39114,SIMPSON,MS,SIMPSON GENERAL HOSPITAL,31.96907265,-89.886494466,GENERAL ACUTE CARE,IV,MENDENHALL
39111,SIMPSON,MS,MAGEE GENERAL HOSPITAL,31.871180167,-89.729021857,GENERAL ACUTE CARE,IV,MAGEE
39159,SHARKEY,MS,SHARKEY-ISSAQUENA COMMUNITY HOSPITAL,32.904738529,-90.884555266,GENERAL ACUTE CARE,IV,ROLLING FORK
39095,HOLMES,MS,HOLMES COUNTY HOSPITAL & CLINICS,33.1116895540001,-90.03073131100001,CRITICAL ACCESS,IV,LEXINGTON
39069,JEFFERSON,MS,JEFFERSON COUNTY HOSPITAL,31.7049905810001,-91.06805149799999,GENERAL ACUTE CARE,NON-DESIGNATED,FAYETTE
39422,JASPER,MS,JASPER GENERAL HOSPITAL,31.977029012000102,-89.291318491,GENERAL ACUTE CARE,NOT AVAILABLE,BAY SPRINGS
39441,JONES,MS,SOUTH CENTRAL REGIONAL MEDICAL CENTER,31.684952232000104,-89.140794101,GENERAL ACUTE CARE,III,LAUREL
39474,JEFFERSON DAVIS,MS,JEFFERSON DAVIS COMMUNITY HOSPITAL,31.594638194,-89.87226490299999,CRITICAL ACCESS,IV,PRENTISS
39365,NEWTON,MS,LAIRD HOSPITAL,32.5758748550001,-89.103760334,CRITICAL ACCESS,IV,UNION
39451,GREENE,MS,GREENE COUNTY HOSPITAL,31.153991727000104,-88.562782429,CRITICAL ACCESS,IV,LEAKESVILLE
38901,GRENADA,MS,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,33.7622343640001,-89.817479871,GENERAL ACUTE CARE,IV,GRENADA
39204,HINDS,MS,MERIT HEALTH CENTRAL,32.287768532,-90.25451918,GENERAL ACUTE CARE,III,JACKSON
39202,HINDS,MS,MS BAPTIST MEDICAL CENTER,32.314756398,-90.179445589,GENERAL ACUTE CARE,IV,JACKSON
39211,HINDS,MS,SELECT SPECIALTY HOSPITAL - JACKSON,32.389770044,-90.14337561100001,LONG TERM CARE,NOT AVAILABLE,JACKSON
39216,HINDS,MS,MS METHODIST REHABILITATION CENTER,32.3283532090001,-90.17223839100001,REHABILITATION,NOT AVAILABLE,JACKSON
39216,HINDS,MS,UNIVERSITY HOSPITAL AND CLINICS - THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,32.3294722800001,-90.17314608,GENERAL ACUTE CARE,I,JACKSON
39051,LEAKE,MS,BAPTIST MEDICAL CENTER LEAKE,32.7411503920001,-89.518849469,CRITICAL ACCESS,IV,CARTHAGE
39301,LAUDERDALE,MS,REGENCY HOSPITAL OF MERIDIAN,32.3680682610001,-88.69906394,LONG TERM CARE,NOT AVAILABLE,MERIDIAN
39301,LAUDERDALE,MS,ANDERSON REGIONAL MEDICAL CENTER SOUTH,32.3684376420001,-88.699035419,GENERAL ACUTE CARE,NOT AVAILABLE,MERIDIAN
39303,LAUDERDALE,MS,ALLIANCE HEALTH SYSTEM,32.409301676,-88.67599656799999,GENERAL ACUTE CARE,NOT AVAILABLE,MERIDIAN
30904,RICHMOND,GA,CHARLIE NORWOOD VA MEDICAL CENTER,33.464616,-82.025447,MILITARY,NOT AVAILABLE,AUGUSTA
39301,LAUDERDALE,MS,ANDERSON REGIONAL MEDICAL CENTER,32.371154739000104,-88.70007003799999,GENERAL ACUTE CARE,III,MERIDIAN
39301,LAUDERDALE,MS,RUSH FOUNDATION HOSPITAL,32.370037892,-88.69753011200001,GENERAL ACUTE CARE,III,MERIDIAN
39301,LAUDERDALE,MS,THE SPECIALTY HOSPITAL OF MERIDIAN,32.369612309000004,-88.69725440299999,GENERAL ACUTE CARE,NOT AVAILABLE,MERIDIAN
39654,LAWRENCE,MS,LAWRENCE COUNTY HOSPITAL,31.5540703630001,-90.09984270099991,CRITICAL ACCESS,IV,MONTICELLO
38655,LAFAYETTE,MS,BAPTIST MEMORIAL HOSPITAL - NORTH MS,34.348820286999995,-89.52019895099991,GENERAL ACUTE CARE,III,OXFORD
39475,LAMAR,MS,SOUTH MS STATE HOSPITAL,31.166602235,-89.425213131,PSYCHIATRIC,NOT AVAILABLE,PURVIS
39402,LAMAR,MS,MERIT HEALTH WESLEY,31.326073963000102,-89.366462365,GENERAL ACUTE CARE,IV,HATTIESBURG
38668,TATE,MS,NORTH OAK REGIONAL MEDICAL CENTER,34.624619728,-89.95627268,GENERAL ACUTE CARE,NOT AVAILABLE,SENATOBIA
38652,UNION,MS,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,34.497832214,-89.02806743199992,GENERAL ACUTE CARE,IV,NEW ALBANY
38771,SUNFLOWER,MS,NORTH SUNFLOWER MEDICAL CENTER,33.734435401,-90.545454551,GENERAL ACUTE CARE,IV,RULEVILLE
38751,SUNFLOWER,MS,SOUTH SUNFLOWER COUNTY HOSPITAL,33.4575199500001,-90.650193531,GENERAL ACUTE CARE,IV,INDIANOLA
38738,SUNFLOWER,MS,MEDICAL/DENTAL FACILITY AT PARCHMAN,33.9184395710001,-90.49900793299999,GENERAL ACUTE CARE,NOT AVAILABLE,PARCHMAN
38921,TALLAHATCHIE,MS,TALLAHATCHIE GENERAL HOSPITAL,34.004056338000105,-90.05883232699992,CRITICAL ACCESS,IV,CHARLESTON
39120,ADAMS,MS,NATCHEZ COMMUNITY HOSPITAL,31.5249081650001,-91.386823991,GENERAL ACUTE CARE,IV,NATCHEZ
39121,ADAMS,MS,MERIT HEALTH NATCHEZ,31.527489847,-91.39179230199991,GENERAL ACUTE CARE,IV,NATCHEZ
38834,ALCORN,MS,MAGNOLIA REGIONAL HEALTH CENTER,34.9353130980001,-88.559823406,GENERAL ACUTE CARE,III,CORINTH
39090,ATTALA,MS,BAPTIST MEDICAL CENTER - ATTALA,33.0658661530001,-89.598363385,CRITICAL ACCESS,IV,KOSCIUSKO
38935,LEFLORE,MS,GREENWOOD LEFLORE HOSPITAL,33.517809196,-90.19915962499991,GENERAL ACUTE CARE,IV,GREENWOOD
29209,RICHLAND,SC,WILLIAM JENNINGS BRYAN DORN VA MEDICAL CENTER,33.9751419310001,-80.95889980899992,MILITARY,NOT AVAILABLE,COLUMBIA
39705,LOWNDES,MS,BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,33.5252849090001,-88.4278237939999,GENERAL ACUTE CARE,III,COLUMBUS
39581,JACKSON,MS,SINGING RIVER HOSPITAL,30.3763940740001,-88.5334439109999,GENERAL ACUTE CARE,III,PASCAGOULA
39564,JACKSON,MS,OCEAN SPRINGS HOSPITAL,30.4141352180001,-88.78071443799999,GENERAL ACUTE CARE,III,OCEAN SPRINGS
39521,HANCOCK,MS,HANCOCK MEDICAL CENTER,30.316774486,-89.3543379549999,GENERAL ACUTE CARE,IV,BAY ST. LOUIS
39530,HARRISON,MS,MERIT HEALTH BILOXI,30.3959386810001,-88.88975064799999,GENERAL ACUTE CARE,III,BILOXI
39503,HARRISON,MS,GARDEN PARK MEDICAL CENTER,30.4440901150001,-89.09343366,GENERAL ACUTE CARE,III,GULFPORT
39501,HARRISON,MS,MEMORIAL HOSPITAL AT GULFPORT,30.367675408,-89.115569605,GENERAL ACUTE CARE,II,GULFPORT
39501,HARRISON,MS,SELECT SPECIALTY HOSPITAL GULF COAST,30.369969005,-89.116117622,LONG TERM CARE,NOT AVAILABLE,GULFPORT
38701,WASHINGTON,MS,ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,33.403465634,-91.050898145,LONG TERM CARE,NOT AVAILABLE,GREENVILLE
39735,CHOCTAW,MS,CHOCTAW REGIONAL MEDICAL CENTER,33.3199442700001,-89.182683341,CRITICAL ACCESS,IV,ACKERMAN
39631,WILKINSON,MS,FIELD MEMORIAL COMMUNITY HOSPITAL,31.082099293000102,-91.05887840000001,CRITICAL ACCESS,IV,CENTREVILLE
39466,PEARL RIVER,MS,HIGHLAND COMMUNITY HOSPITAL,30.550062806,-89.66513168799999,GENERAL ACUTE CARE,IV,PICAYUNE
38654,DESOTO,MS,METHODIST HEALTH CARE - OLIVE BRANCH HOSPITAL,34.92264456,-89.792027019,GENERAL ACUTE CARE,IV,OLIVE BRANCH
59711,DEER LODGE,MT,COMMUNITY HOSPITAL OF ANACONDA,46.132692176000006,-112.956928711,CRITICAL ACCESS,CTH,ANACONDA
59313,FALLON,MT,FALLON MEDICAL COMPLEX HOSPITAL,46.3659592400001,-104.281203374,CRITICAL ACCESS,NOT AVAILABLE,BAKER
59011,SWEET GRASS,MT,PIONEER MEDICAL CENTER - CAH,45.828245460000105,-109.95207155,CRITICAL ACCESS,TRH,BIG TIMBER
59422,TETON,MT,BENEFIS TETON MEDICAL CENTER,47.814097626000006,-112.19271147200001,CRITICAL ACCESS,TRH,CHOTEAU
59427,GLACIER,MT,NORTHERN ROCKIES MEDICAL CENTER,48.628509873999995,-112.327023468,CRITICAL ACCESS,NOT AVAILABLE,CUT BANK
59324,CARTER,MT,DAHL MEMORIAL HEALTHCARE ASSOCIATION,45.887995506,-104.548493764,CRITICAL ACCESS,NOT AVAILABLE,EKALAKA
59840,RAVALLI,MT,MARCUS DALY MEMORIAL HOSPITAL,46.2481385840001,-114.172087137,CRITICAL ACCESS,NOT AVAILABLE,HAMILTON
59034,BIG HORN,MT,BIG HORN COUNTY MEMORIAL HOSPITAL,45.728916719,-107.61653273299999,CRITICAL ACCESS,TRH,HARDIN
59036,WHEATLAND,MT,WHEATLAND MEMORIAL HEALTHCARE,46.437328597,-109.841079313,CRITICAL ACCESS,TRH,HARLOWTON
59047,PARK,MT,LIVINGSTON HEALTHCARE,45.6492691010001,-110.569287444,GENERAL ACUTE CARE,NOT AVAILABLE,LIVINGSTON
59538,PHILLIPS,MT,PHILLIPS COUNTY HOSPITAL,48.3578659940001,-107.85943629200001,CRITICAL ACCESS,NOT AVAILABLE,MALTA
59254,SHERIDAN,MT,SHERIDAN MEMORIAL HOSPITAL,48.779184287000106,-104.56327699399999,CRITICAL ACCESS,TRH,PLENTYWOOD
59520,CHOUTEAU,MT,BIG SANDY MEDICAL CENTER,48.1787907300001,-110.108756503,CRITICAL ACCESS,NOT AVAILABLE,BIG SANDY
59215,MCCONE,MT,MCCONE COUNTY HEALTH CENTER,47.418848708,-105.580727241,CRITICAL ACCESS,NOT AVAILABLE,CIRCLE
59425,PONDERA,MT,PONDERA MEDICAL CENTER,48.174487436999996,-111.958925205,CRITICAL ACCESS,TRH,CONRAD
59218,ROOSEVELT,MT,ROOSEVELT MEDICAL CENTER,48.1514500960001,-104.514610409,CRITICAL ACCESS,TRH,CULBERTSON
59872,MINERAL,MT,MINERAL COMMUNITY HOSPITAL,47.1852672220001,-114.876648226,CRITICAL ACCESS,TRH,SUPERIOR
59729,MADISON,MT,MADISON VALLEY MEDICAL CENTER,45.3517472170001,-111.732019001,CRITICAL ACCESS,TRH,ENNIS
59327,ROSEBUD,MT,ROSEBUD HEALTH CARE CENTER HOSPITAL,46.2716893080001,-106.67036620299999,CRITICAL ACCESS,NOT AVAILABLE,FORSYTH
59442,CHOUTEAU,MT,MISSOURI RIVER MEDICAL CENTER,47.820404468,-110.672275718,CRITICAL ACCESS,NOT AVAILABLE,FORT BENTON
59349,PRAIRIE,MT,PRAIRIE COMMUNITY HOSPITAL,46.79113406,-105.315595935,CRITICAL ACCESS,TRH,TERRY
59230,VALLEY,MT,FRANCES MAHON DEACONESS HOSPITAL,48.1894220410001,-106.63522570299999,CRITICAL ACCESS,NOT AVAILABLE,GLASGOW
59330,DAWSON,MT,GLENDIVE MEDICAL CENTER,47.117425157000106,-104.70383361799999,CRITICAL ACCESS,NOT AVAILABLE,GLENDIVE
59337,GARFIELD,MT,GARFIELD COUNTY HEALTH CENTER,47.318873012,-106.91125528200001,CRITICAL ACCESS,NOT AVAILABLE,JORDAN
59457,FERGUS,MT,CENTRAL MONTANA MEDICAL CENTER,47.058594213999996,-109.44395402,CRITICAL ACCESS,CTH,LEWISTOWN
59644,BROADWATER,MT,BROADWATER HEALTH CENTER,46.3218649190001,-111.51600331200001,CRITICAL ACCESS,NOT AVAILABLE,TOWNSEND
59923,LINCOLN,MT,CABINET PEAKS MEDICAL CENTER,48.3915455740001,-115.54797204399999,CRITICAL ACCESS,NOT AVAILABLE,LIBBY
59301,CUSTER,MT,HOLY ROSARY HEALTHCARE,46.39532157000011,-105.82806044600001,CRITICAL ACCESS,NOT AVAILABLE,MILES CITY
59859,SANDERS,MT,CLARK FORK VALLEY HOSPITAL,47.468472665,-114.88818837,CRITICAL ACCESS,CTH,PLAINS
59068,CARBON,MT,BEARTOOTH BILLINGS CLINIC,45.2122706960001,-109.24388103700001,CRITICAL ACCESS,TRH,RED LODGE
59864,LAKE,MT,ST LUKE COMMUNITY HOSPITAL - CAH,47.528676483000005,-114.107044691,CRITICAL ACCESS,TRH,RONAN
59072,MUSSELSHELL,MT,ROUNDUP MEMORIAL HEALTHCARE,46.453716661,-108.545705234,CRITICAL ACCESS,NOT AVAILABLE,ROUNDUP
59263,DANIELS,MT,DANIELS MEMORIAL HOSPITAL,48.788246392000104,-105.418244,CRITICAL ACCESS,NOT AVAILABLE,SCOBEY
59474,TOOLE,MT,MARIAS MEDICAL CENTER,48.509521459,-111.849615135,CRITICAL ACCESS,TRH,SHELBY
59749,MADISON,MT,THE RUBY VALLEY HOSPITAL,45.4518611450001,-112.191644329,CRITICAL ACCESS,TRH,SHERIDAN
59270,RICHLAND,MT,SIDNEY HEALTH CENTER,47.715088961000006,-104.17315084200001,CRITICAL ACCESS,NOT AVAILABLE,SIDNEY
59645,MEAGHER,MT,MOUNTAINVIEW MEDICAL CENTER,46.547875966999996,-110.904416859,CRITICAL ACCESS,TRH,WHITE SULPHUR
59201,ROOSEVELT,MT,TRINITY HOSPITAL,48.101348868000095,-105.641908358,CRITICAL ACCESS,TRH,WOLF POINT
59522,LIBERTY,MT,LIBERTY MEDICAL CENTER,48.510072169000104,-110.97204207799999,CRITICAL ACCESS,TRH,CHESTER
59019,STILLWATER,MT,STILLWATER HOSPITAL ASSOCIATION INC,45.643127682000106,-109.25914580700001,CRITICAL ACCESS,TRH,COLUMBUS
59722,POWELL,MT,DEER LODGE MEDICAL CENTER,46.413278058000095,-112.726830996,CRITICAL ACCESS,TRH,DEER LODGE
59858,GRANITE,MT,GRANITE COUNTY MEDICAL CENTER,46.330072212000104,-113.29416392700001,CRITICAL ACCESS,NOT AVAILABLE,PHILIPSBURG
59255,ROOSEVELT,MT,POPLAR COMMUNITY HOSPITAL,48.1153275880001,-105.192897469,CRITICAL ACCESS,TRH,POPLAR
59101,YELLOWSTONE,MT,BILLINGS CLINIC,45.789496946999996,-108.51345236899999,GENERAL ACUTE CARE,RTC,BILLINGS
59604,LEWIS AND CLARK,MT,SHODAIR CHILDRENS HOSPITAL,46.5824289720001,-111.988892825,CHILDREN,NOT AVAILABLE,HELENA
59715,GALLATIN,MT,BOZEMAN DEACONESS HOSPITAL,45.670106737,-111.01971466299999,GENERAL ACUTE CARE,ATH,BOZEMAN
59701,SILVER BOW,MT,ST JAMES HEALTHCARE,46.008516660000105,-112.545513543,GENERAL ACUTE CARE,ATH,BUTTE
19047,BUCKS,PA,ST MARY MEDICAL CENTER,40.2027590000001,-74.923847001,GENERAL ACUTE CARE,LEVEL I,LANGHORNE
59804,MISSOULA,MT,COMMUNITY MEDICAL CENTER INC,46.847378362,-114.04787953799999,GENERAL ACUTE CARE,CTH,MISSOULA
59806,MISSOULA,MT,ST PATRICK HOSPITAL,46.87591,-113.99991000000001,GENERAL ACUTE CARE,RTC,MISSOULA
59716,GALLATIN,MT,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,45.260382127000106,-111.30093121899999,GENERAL ACUTE CARE,NOT AVAILABLE,BIG SKY
59860,LAKE,MT,PROVIDENCE ST JOSEPH MEDICAL CENTER,47.682171507000106,-114.162704924,CRITICAL ACCESS,TRH,POLSON
59047,PARK,MT,LIVINGSTON HEALTHCARE,45.6751528780001,-110.52679027,CRITICAL ACCESS,CTH,LIVINGSTON
28053,GASTON,NC,CAROMONT REGIONAL MEDICAL CENTER,35.272661502000105,-81.139263828,GENERAL ACUTE CARE,LEVEL III,GASTONIA
28233,MECKLENBURG,NC,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,35.2118381920001,-80.82416444099991,GENERAL ACUTE CARE,LEVEL III,CHARLOTTE
28078,MECKLENBURG,NC,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,35.406444182,-80.860260895,GENERAL ACUTE CARE,NOT AVAILABLE,HUNTERSVILLE
59901,FLATHEAD,MT,KALISPELL REGIONAL MEDICAL CENTER,48.213927728,-114.324019221,GENERAL ACUTE CARE,ATH,KALISPELL
28106,MECKLENBURG,NC,NOVANT HEALTH MATTHEWS MEDICAL CENTER,35.119984808000005,-80.714078413,GENERAL ACUTE CARE,NOT AVAILABLE,MATTHEWS
28207,MECKLENBURG,NC,NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,35.210797600999996,-80.823521516,GENERAL ACUTE CARE,NOT AVAILABLE,CHARLOTTE
28144,ROWAN,NC,NOVANT HEALTH ROWAN MEDICAL CENTER,35.681269842000106,-80.470707938,GENERAL ACUTE CARE,NOT AVAILABLE,SALISBURY
27983,BERTIE,NC,VIDANT BERTIE HOSPITAL,35.988647545,-76.92824948899991,GENERAL ACUTE CARE,NOT AVAILABLE,WINDSOR
28337,BLADEN,NC,CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,34.622433926,-78.608004487,GENERAL ACUTE CARE,NOT AVAILABLE,ELIZABETHTOWN
27889,BEAUFORT,NC,VIDANT BEAUFORT HOSPITAL,35.5492219080001,-77.037838049,GENERAL ACUTE CARE,NOT AVAILABLE,WASHINGTON
28690,BURKE,NC,"VALDESE GENERAL HOSPITAL, INC.",35.748123859,-81.5234199179999,GENERAL ACUTE CARE,NOT AVAILABLE,VALDESE
27360,DAVIDSON,NC,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,35.879885118000104,-80.11147956399999,GENERAL ACUTE CARE,NOT AVAILABLE,THOMASVILLE
